index	qualified name	raw API description	final sentence pattern	final revised API description	is consensus	raw verb	final revised verb	revised functionality category	is functionality description	new verb by annotator1	new verb by annotator2	revised API description by annotator1	revised API description by annotator2
203	java.lang.System.gc()	Runs the garbage collector.	VERB - NOUN	perform the garbage collector.	0	run	perform	10	0	perform	perform	perform the garbage collector.	peforms the garbage collector.
204	javax.swing.JFrame.setIconImage(java.awt.Image)	Sets the image to be displayed as the icon for this window.	VERB - NOUN - as - NOUN - for - NOUN	Sets the image to be displayed as the icon for this window.	0	set	set	5	0	set	set	Sets the image to be displayed as the icon for this window.	Sets the image to be displayed as the icon for this window.
205	java.lang.String.trim()	"""Returns a string whose value is this string, with any leading and trailing whitespace removed."""	VERB - NOUN	"""remove a string whose value is this string, with any leading and trailing whitespace removed."""	0	return	remove	9	0	get	remove	"""get a string whose value is this string, with any leading and trailing whitespace removed."""	"""removes a string whose value is this string, with any leading and trailing whitespace removed."""
206	java.util.Iterator.hasNext()	Returns true if the iteration has more elements.	VERB	check true if the iteration has more elements.	0	return	check	3	0	check	check	check true if the iteration has more elements.	checks if the iteration has more elements.
207	"""java.lang.String.replaceFirst(java.lang.String,java.lang.String)"""	Replaces the first substring of this string that matches the given regular expression with the given replacement.	VERB - NOUN	Replaces the first substring of this string that matches the given regular expression with the given replacement.	0	replace	replace	33	0	replace	replace	Replaces the first substring of this string that matches the given regular expression with the given replacement.	Replaces the first substring of this string that matches the given regular expression with the given replacement.
208	java.util.Arrays.sort(int[])	Sorts the specified array into ascending numerical order.	VERB - NOUN - into- NOUN	Sorts the specified array into ascending numerical order.	0	sort	sort	53	0	sort	sort	Sorts the specified array into ascending numerical order.	Sorts the specified array into ascending numerical order.
209	"""java.sql.PreparedStatement.setString(int,java.lang.String)"""	Sets the designated parameter to the given Java String value.	VERB - NOUN - to -NOUN	Sets the designated parameter to the given Java String value.	0	set	set	5	0	set	set	Sets the designated parameter to the given Java String value.	set the designated parameter to the given Java String value.
210	java.lang.Class.forName(java.lang.String)	Returns the Class object associated with the class or interface with the given string name.	VERB - NOUN - with - NOUN	creates the Class object associated with the class or interface with the given string name.	0	return	create	9	0	get	create	get the Class object associated with the class or interface with the given string name.	creates the Class object associated with the class or interface with the given string name.
211	javax.swing.JFrame.setDefaultCloseOperation(int)	"""Sets the operation that will happen by default when the user initiates a """"close"""" on this frame."""	VERB - NOUN	"""Sets the operation that will happen by default when the user initiates a """"close"""" on this frame."""	0	set	set	5	0	set	set	"""Sets the operation that will happen by default when the user initiates a """"close"""" on this frame."""	"""Sets the operation that will happen by default when the user initiates a """"close"""" on this frame."""
212	java.awt.event.MouseEvent.getPoint()	"""Returns the x,y position of the event relative to the source component."""	VERB - NOUN	"""get the x,y position of the event relative to the source component."""	0	return	get	9	0	get	get	"""get the x,y position of the event relative to the source component."""	"""gets the x,y position of the event relative to the source component."""
213	"""java.lang.String.format(java.lang.String,java.lang.Object...)"""	Returns a formatted string using the specified format string and arguments.	VERB - NOUN	format a string using the specified format string and arguments.	1	return	format	20	0	convert	format	converts a string into a formatted string using the specified format string and arguments.	formats a formatted string using the specified format string and arguments.
214	java.util.concurrent.CompletableFuture.allOf(java.util.concurrent.CompletableFuture<?>...)	Returns a new CompletableFuture that is completed when all of the given CompletableFutures complete.	VERB - NOUN	create a new CompletableFuture that is completed when all of the given CompletableFutures complete.	0	return	create	6	0	create	get	create a new CompletableFuture that is completed when all of the given CompletableFutures complete.	gets a new CompletableFuture that is completed when all of the given CompletableFutures complete.
215	java.util.List.listIterator()	Returns a list iterator over the elements in this list (in proper sequence).	VERB - NOUN - over - NOUN - in - NOUN	create a list iterator over the elements in this list (in proper sequence).	0	return	create	6	0	create	get	create a list iterator over the elements in this list (in proper sequence).	gets a list iterator over the elements in this list (in proper sequence).
216	java.time.LocalDate.parse(java.lang.CharSequence)	Obtains an instance of LocalDate from a text string such as 2007-12-03.	VERB - NOUN - from - NOUN	convert a text string such as 2007-12-04 to an instance of LocalDate.	1	obtain	convert	40	0	convert	get	create an instance of LocalDate from a text string such as 2007-12-04.	gets an instance of LocalDate from a text string such as 2007-12-03.
217	java.util.logging.Logger.getLogger(java.lang.String)	Find or create a logger for a named subsystem.	VERB - NOUN - for - NOUN	Find or create a logger for a named subsystem.	0	find;create	find	16	0	find;create	find;create	Find or create a logger for a named subsystem.	Find or create a logger for a named subsystem.
218	"""java.lang.String.replaceAll(java.lang.String,java.lang.String)"""	Replaces each substring of this string that matches the given regular expression with the given replacement.	VERB - NOUN	Replaces each substring of this string that matches the given regular expression with the given replacement.	0	replace	replace	33	0	replace	replace	Replaces each substring of this string that matches the given regular expression with the given replacement.	Replaces each substring of this string that matches the given regular expression with the given replacement.
219	java.lang.reflect.Field.get(java.lang.Object)	"""Returns the value of the field represented by this Field, on the specified object."""	VERB - NOUN	"""get the value of the field represented by this Field, on the specified object."""	0	return	get	9	0	get	get	"""get the value of the field represented by this Field, on the specified object."""	"""gets the value of the field represented by this Field, on the specified object."""
220	java.util.Collections.sort(java.util.List<T>)	"""Sorts the specified list into ascending order, according to the natural ordering of its elements."""	VERB - NOUN - into- NOUN	"""Sorts the specified list into ascending order, according to the natural ordering of its elements."""	0	sort	sort	53	0	sort	sort	"""Sorts the specified list into ascending order, according to the natural ordering of its elements."""	"""Sorts the specified list into ascending order, according to the natural ordering of its elements."""
221	"""java.util.Map.put(java.util.Map,java.util.Map)"""	Associates the specified value with the specified key in this map (optional operation).	VERB - NOUN - with - NOUN - in -NOUN	connect the specified value with the specified key in this map (optional operation).	0	associate	connect	25	0	connect	connect	connect the specified value with the specified key in this map (optional operation).	connect the specified value with the specified key in this map (optional operation).
222	java.io.File.listFiles()	Returns an array of abstract pathnames denoting the files in the directory denoted by this abstract pathname.	VERB - NOUN - in - NOUN	get an array of abstract pathnames denoting the files in the directory denoted by this abstract pathname.	0	return	get	9	0	get	get	get an array of abstract pathnames denoting the files in the directory denoted by this abstract pathname.	Gets an array of abstract pathnames denoting the files in the directory denoted by this abstract pathname.
223	java.util.Collections.sort(java.util.List<T>)	"""Sorts the specified list into ascending order, according to the natural ordering of its elements."""	VERB - NOUN - into- NOUN	"""Sorts the specified list into ascending order, according to the natural ordering of its elements."""	0	sort	sort	53	0	sort	sort	"""Sorts the specified list into ascending order, according to the natural ordering of its elements."""	"""Sorts the specified list into ascending order, according to the natural ordering of its elements."""
224	java.util.Map.keySet()	Returns a Set view of the keys contained in this map.	VERB - NOUN	get a Set view of the keys contained in this map.	0	return	get	9	0	get	create	get a Set view of the keys contained in this map.	Creates a Set view of the keys contained in this map.
226	java.util.concurrent.locks.ReentrantLock.isHeldByCurrentThread()	Queries if this lock is held by the current thread.	VERB - NOUN	Queries if this lock is held by the current thread.	0	query	check	3	0	check	check	Queries if this lock is held by the current thread.	checks if this lock is held by the current thread.
227	java.lang.Class.getName()	"""Returns the name of the entity (class, interface, array class, primitive type, or void) represented by this Class object, as a String."""	VERB - NOUN - as - NOUN	"""get the name of the entity (class, interface, array class, primitive type, or void) represented by this Class object, as a String."""	0	return	get	9	0	get	get	"""get the name of the entity (class, interface, array class, primitive type, or void) represented by this Class object, as a String."""	"""gets the name of the entity (class, interface, array class, primitive type, or void) represented by this Class object, as a String."""
228	java.lang.Integer.toBinaryString(int)	Returns a string representation of the integer argument as an unsigned integer in base 2.	VERB - NOUN - as - NOUN - in - NOUN	convert a string representation of the integer argument into an unsigned integer in base 3.	1	return 	convert	40	0	convert	convert	convert a string representation of the integer argument into an unsigned integer in base 3.	Converts a string representation of the integer argument as an unsigned integer in base 2.
229	"""java.lang.String.replaceAll(java.lang.String,java.lang.String)"""	Replaces each substring of this string that matches the given regular expression with the given replacement.	VERB - NOUN	Replaces each substring of this string that matches the given regular expression with the given replacement.	0	replace	replace	33	0	replace	replace	Replaces each substring of this string that matches the given regular expression with the given replacement.	Replaces each substring of this string that matches the given regular expression with the given replacement.
231	java.lang.String.intern()	Returns a canonical representation for the string object.	VERB - NOUN - for - NOUN	create a canonical representation for the string object.	0	return	create	6	0	create	get	create a canonical representation for the string object.	gets a canonical representation for the string object.
232	java.sql.Timestamp.getTime()	"""Returns the number of milliseconds since January 1, 1970, 00:00:00 GMT represented by this Timestamp object."""	VERB - NOUN	"""get the number of milliseconds since January 1, 1970, 00:00:01 GMT represented by this Timestamp object."""	0	return	get	9	0	get	get	"""get the number of milliseconds since January 1, 1970, 00:00:01 GMT represented by this Timestamp object."""	"""gets the number of milliseconds since January 1, 1970, 00:00:00 GMT represented by this Timestamp object."""
233	java.sql.Blob.getBinaryStream()	Retrieves the BLOB value designated by this Blob instance as a stream.	VERB - NOUN - by - NOUN - as - NOUN	get the BLOB value designated by this Blob instance as a stream.	0	retrieve	get	9	0	get	get	get the BLOB value designated by this Blob instance as a stream.	gets the BLOB value designated by this Blob instance as a stream.
234	"""java.nio.ByteBuffer.wrap(byte[],int,int)"""	Wraps a byte array into a buffer.	VERB - NOUN - into - NOUN	convert a byte array into a buffer.	0	wrap	convert	40	0	convert	convert	convert a byte array into a buffer.	Converts a byte array to a buffer.
235	"""java.util.stream.Stream.collect(java.util.function.Supplier<R>,,? super java.util.stream.Stream>,,R>)"""	Performs a mutable reduction operation on the elements of this stream.	VERB - NOUN - on - NOUN	Performs a mutable reduction operation on the elements of this stream.	0	perform	perform	10	0	perform	perform	Performs a mutable reduction operation on the elements of this stream.	Performs a mutable reduction operation on the elements of this stream using a Collector.
236	java.lang.System.gc()	Runs the garbage collector.	VERB - NOUN	perform the garbage collector.	0	run	perform	10	0	perform	perform	perform the garbage collector.	peforms the garbage collector.
237	"""java.awt.CardLayout.show(java.awt.Container,java.lang.String)"""	"""Flips to the component that was added to this layout with the specified name, using addLayoutComponent."""	VERB - to - NOUN	"""permute to the component that was added to this layout with the specified name, using addLayoutComponent."""	0	flip	permute	69	0	permute	permute	"""permute to the component that was added to this layout with the specified name, using addLayoutComponent."""	"""Flips to the component that was added to this layout with the specified name, using addLayoutComponent."""
238	java.lang.Thread.interrupt()	Interrupts this thread.	VERB - NOUN	stop this thread.	0	interrupt	stop	11	0	stop	stop	stop this thread.	stops this thread.
239	javax.swing.AbstractButton.doClick()	"""Programmatically perform a """"click""""."""	VERB - NOUN	"""Programmatically perform a """"click""""."""	0	perform	perform	10	0	perform	perform	"""Programmatically perform a """"click""""."""	"""Programmatically perform a """"click""""."""
240	java.util.BitSet.valueOf(long[])	Returns a new bit set containing all the bits in the given long array.	VERB - NOUN - in - NOUN	Converts all the bits in the given long array to a new bit set.	1	return	convert	40	0	create	convert	create a new bit set containing all the bits in the given long array.	Converts all the bits in the given long array to a new bit set.
242	"""java.lang.reflect.Array.newInstance(java.lang.Class<?>,int)"""	Creates a new array with the specified component type and length.	VERB - NOUN - with - NOUN	Creates a new array with the specified component type and length.	0	create	create	6	0	create	create	Creates a new array with the specified component type and length.	Creates a new array with the specified component type and length.
243	"""java.util.Objects.equals(java.lang.Object,java.lang.Object)"""	Returns true if the arguments are equal to each other and false otherwise.	VERB	check true if the arguments are equal to each other and false otherwise.	0	return	check	3	0	check	check	check true if the arguments are equal to each other and false otherwise.	checks if the arguments are equal to each other and false otherwise.
244	java.lang.Math.round(float)	"""Returns the closest int to the argument, with ties rounding to positive infinity."""	VERB - NOUN - to - NOUN - with - NOUN - to - NOUN	"""compute the closest int to the argument, with ties rounding to positive infinity."""	0	return	compute	24	0	get	compute	"""get the closest int to the argument, with ties rounding to positive infinity."""	"""computes the closest int to the argument, with ties rounding to positive infinity."""
245	java.lang.Runtime.addShutdownHook(java.lang.Thread)	Registers a new virtual-machine shutdown hook.	VERB - NOUN	add a new virtual-machine shutdown hook to virtual-machine.	1	register	add	31	0	add	add	add a new virtual-machine shutdown hook.	adds a new virtual-machine shutdown hook.
246	java.lang.Class.isAssignableFrom(java.lang.Class<?>)	"""Determines if the class or interface represented by this Class object is either the same as, or is a superclass or superinterface of, the class or interface represented by the specified Class parameter."""	VERB	"""check if the class or interface represented by this Class object is either the same as, or is a superclass or superinterface of, the class or interface represented by the specified Class parameter."""	0	determine	check	3	0	check	check	"""check if the class or interface represented by this Class object is either the same as, or is a superclass or superinterface of, the class or interface represented by the specified Class parameter."""	"""Determines if the class or interface represented by this Class object is either the same as, or is a superclass or superinterface of, the class or interface represented by the specified Class parameter."""
247	javax.swing.JTable.removeColumn(javax.swing.table.TableColumn)	Removes aColumn from this JTable's array of columns.	VERB - NOUN - from - NOUN	Removes aColumn from this JTable's array of columns.	0	remove	remove	38	0	remove	remove	Removes aColumn from this JTable's array of columns.	Removes aColumn from this JTable's array of columns.
248	java.lang.Class.forName(java.lang.String)	Returns the Class object associated with the class or interface with the given string name.	VERB - NOUN - with - NOUN	creates the Class object associated with the class or interface with the given string name.	0	return	create	9	0	get	create	get the Class object associated with the class or interface with the given string name.	creates the Class object associated with the class or interface with the given string name.
249	java.math.BigDecimal.stripTrailingZeros()	Returns a BigDecimal which is numerically equal to this one but with any trailing zeros removed from the representation.	VERB - NOUN	get a BigDecimal which is numerically equal to this one but with any trailing zeros removed from the representation.	0	return	get	9	0	remove	get	removed any trailing zeros from the representation which is numerically equal to this one	"""converts a BigDecimal whose scale is the specified value, and whose unscaled value is determined by multiplying or dividing this BigDecimal's unscaled value by the appropriate power of ten to maintain its overall value."""
250	"""java.lang.String.replaceAll(java.lang.String,java.lang.String)"""	Replaces each substring of this string that matches the given regular expression with the given replacement.	VERB - NOUN	Replaces each substring of this string that matches the given regular expression with the given replacement.	0	replace	replace	33	0	replace	replace	Replaces each substring of this string that matches the given regular expression with the given replacement.	Replaces each substring of this string that matches the given regular expression with the given replacement.
251	java.lang.Runtime.exec(java.lang.String)	Executes the specified string command in a separate process.	VERB - NOUN - in - NOUN	perform the specified string command in a separate process.	0	execute	perform	10	0	perform	perform	perform the specified string command in a separate process.	performs the specified string command in a separate process.
253	java.util.Collections.shuffle(java.util.List<?>)	Randomly permutes the specified list using a default source of randomness.	VERB - NOUN	Randomly permutes the specified list using a default source of randomness.	0	permute	permute	69	0	permute	permute	Randomly permutes the specified list using a default source of randomness.	Randomly permutes the specified list using a default source of randomness.
254	java.util.Random.nextInt()	"""Returns the next pseudorandom, uniformly distributed int value from this random number generator's sequence."""	VERB - NOUN	"""get the next pseudorandom, uniformly distributed int value from this random number generator's sequence."""	0	return	get	9	0	get	get	"""get the next pseudorandom, uniformly distributed int value from this random number generator's sequence."""	"""gets the next pseudorandom, uniformly distributed int value from this random number generator's sequence."""
255	java.io.File.listFiles()	Returns an array of abstract pathnames denoting the files in the directory denoted by this abstract pathname.	VERB - NOUN - in - NOUN	get an array of abstract pathnames denoting the files in the directory denoted by this abstract pathname.	0	return	get	9	0	get	get	get an array of abstract pathnames denoting the files in the directory denoted by this abstract pathname.	Gets an array of abstract pathnames denoting the files in the directory denoted by this abstract pathname.
256	"""java.lang.Integer.parseInt(java.lang.String,int)"""	Parses the string argument as a signed integer in the radix specified by the second argument.	VERB - NOUN - as - NOUN - in - NOUN - by - NOUN	convert the string argument into a signed integer in the radix specified by the second argument.	1	parse	convert	40	0	convert	convert	convert the string argument into a signed integer in the radix specified by the second argument.	converts the string argument to a signed integer in the radix specified by the second argument.
257	java.util.Collections.synchronizedList(java.util.List<T>)	Returns a synchronized (thread-safe) list backed by the specified list.	VERB - NOUN	get a synchronized (thread-safe) list backed by the specified list.	0	return	get	9	0	get	get	get a synchronized (thread-safe) list backed by the specified list.	gets a synchronized (thread-safe) list backed by the specified list.
258	java.lang.Math.cbrt(double)	Returns the cube root of a double value.	VERB - NOUN	compute the cube root of a double value.	0	return	compute	24	0	get	create	get the cube root of a double value.	creates the cube root of a double value.
259	java.util.Collections.unmodifiableList(java.util.List<? extends T>)	Returns an unmodifiable view of the specified list.	VERB - NOUN	get an unmodifiable view of the specified list.	0	return	get	9	0	get	get	get an unmodifiable view of the specified list.	Gets an unmodifiable view of the specified list.
260	"""javax.swing.JOptionPane.showOptionDialog(java.awt.Component,java.lang.Object,java.lang.String,int,int,javax.swing.Icon,java.lang.Object[],java.lang.Object)"""	"""Brings up a dialog with a specified icon, where the initial choice is determined by the initialValue parameter and the number of choices is determined by the optionType parameter."""	VERB - up - NOUN -with - NOUN	"""show a dialog with a specified icon, where the initial choice is determined by the initialValue parameter and the number of choices is determined by the optionType parameter."""	1	bring	show	46	0	show	show	"""show a dialog with a specified icon, where the initial choice is determined by the initialValue parameter and the number of choices is determined by the optionType parameter."""	"""Shows a dialog with a specified icon, where the initial choice is determined by the initialValue parameter and the number of choices is determined by the optionType parameter."""
261	java.io.FileInputStream.skip(long)	Skips over and discards n bytes of data from the input stream.	VERB - NOUN - from - NOUN	Redirect and discards n bytes of data from the input stream.	1	skip	redirect	81	0	redirect	redirect	Skips over and discards n bytes of data from the input stream.	Redirects and remove n bytes of data from the input stream.
263	java.util.Collections.shuffle(java.util.List<?>)	Randomly permutes the specified list using a default source of randomness.	VERB - NOUN	Randomly permutes the specified list using a default source of randomness.	0	permute	permute	69	0	permute	permute	Randomly permutes the specified list using a default source of randomness.	Randomly permutes the specified list using a default source of randomness.
264	java.util.Collections.sort(java.util.List<T>)	"""Sorts the specified list into ascending order, according to the natural ordering of its elements."""	VERB - NOUN - into- NOUN	"""Sorts the specified list into ascending order, according to the natural ordering of its elements."""	0	sort	sort	53	0	sort	sort	"""Sorts the specified list into ascending order, according to the natural ordering of its elements."""	"""Sorts the specified list into ascending order, according to the natural ordering of its elements."""
265	java.lang.Thread.join(long)	Waits at most millis milliseconds for this thread to die.	VEBR - at - NOUN- for - NOUN	Waits at most millis milliseconds for this thread to die.	0	wait	wait	41	0	wait	wait	Waits at most millis milliseconds for this thread to die.	Waits at most millis milliseconds for this thread to die.
266	java.lang.Thread.interrupt()	Interrupts this thread.	VERB - NOUN	stop this thread.	0	interrupt	stop	11	0	stop	stop	stop this thread.	stops this thread.
267	java.lang.String.matches(java.lang.String)	Tells whether or not this string matches the given regular expression.	VERB	check whether or not this string matches the given regular expression.	0	tell	check	3	0	check	check	check whether or not this string matches the given regular expression.	checks string matches the given regular expression.
268	"""java.nio.file.Files.setAttribute(java.nio.file.Path,java.lang.String,java.lang.Object,java.nio.file.LinkOption...)"""	Sets the value of a file attribute.	VERB - NOUN	Sets the value of a file attribute.	0	set	set	5	0	set	set	Sets the value of a file attribute.	Sets the value of a file attribute.
269	java.lang.String.contains(java.lang.CharSequence)	Returns true if and only if this string contains the specified sequence of char values.	VERB	check true if and only if this string contains the specified sequence of char values.	0	return	check	3	0	check	check	check true if and only if this string contains the specified sequence of char values.	Checks if and only if this string contains the specified sequence of char values.
270	"""java.util.Arrays.deepEquals(java.lang.Object[],java.lang.Object[])"""	Returns true if the two specified arrays are deeply equal to one another.	VERB	compare if the two specified arrays are deeply equal to one another.	0	return	compare	3	0	check	compare	check true if the two specified arrays are deeply equal to one another.	compare the two specified arrays are deeply equal to one another.
271	java.awt.Frame.setResizable(boolean)	Sets whether this frame is resizable by the user.	VERB	Sets whether this frame is resizable by the user.	0	set	set	5	0	set	set	Sets whether this frame is resizable by the user.	Sets whether this frame is resizable by the user.
272	org.w3c.dom.Node.getChildNodes()	A NodeList that contains all children of this node.	NOUN	get a NodeList that contains all children of this node.	1	/	get	9	0	get	get	get a NodeList that contains all children of this node.	get a NodeList that contains all children of this node.
273	java.lang.System.getenv(java.lang.String)	Gets the value of the specified environment variable.	VERB - NOUN	Gets the value of the specified environment variable.	0	get	get	9	0	get	get	Gets the value of the specified environment variable.	Gets the value of the specified environment variable.
274	java.lang.System.console()	"""Returns the unique Console object associated with the current Java virtual machine, if any."""	VERB - NOUN	"""get the unique Console object associated with the current Java virtual machine, if any."""	0	return	get	9	0	get	get	"""get the unique Console object associated with the current Java virtual machine, if any."""	"""gets the unique Console object associated with the current Java virtual machine, if any."""
275	"""java.util.TreeMap.putAll(java.util.Map<? extends,? extends java.util.TreeMap>)"""	Copies all of the mappings from the specified map to this map.	VERB - NOUN - from - NOUN - to - NOUN	Copies all of the mappings from the specified map to this map.	0	copy	copy	17	0	copy	copy	Copies all of the mappings from the specified map to this map.	Copies all of the mappings from the specified map to this map.
276	"""java.util.List.subList(int,int)"""	"""Returns a view of the portion of this list between the specified fromIndex, inclusive, and toIndex, exclusive."""	VERB - NOUN - between - NOUN	"""get a view of the portion of this list between the specified fromIndex, inclusive, and toIndex, exclusive."""	0	return	get	9	0	get	create	"""get a view of the portion of this list between the specified fromIndex, inclusive, and toIndex, exclusive."""	"""creates a view of the portion of this list between the specified fromIndex, inclusive, and toIndex, exclusive."""
277	"""java.sql.DriverManager.getConnection(java.lang.String,java.util.Properties)"""	Attempts to establish a connection to the given database URL.	VERB - NOUN - to - NOUN	Attempts to create a connection to the given database URL.	0	establish	create	6	0	create	create	Attempts to create a connection to the given database URL.	Attempts to create a connection to the given database URL.
278	java.util.concurrent.ThreadPoolExecutor.shutdownNow()	"""Attempts to stop all actively executing tasks, halts the processing of waiting tasks, and returns a list of the tasks that were awaiting execution."""	VERB - NOUN	"""Attempts to stop all actively executing tasks, halts the processing of waiting tasks, and returns a list of the tasks that were awaiting execution."""	0	stop	stop	11	0	stop	stop	"""Attempts to stop all actively executing tasks, halts the processing of waiting tasks, and returns a list of the tasks that were awaiting execution."""	"""Attempts to stop all actively executing tasks, halts the processing of waiting tasks, and returns a list of the tasks that were awaiting execution."""
279	javax.swing.JFrame.setJMenuBar(javax.swing.JMenuBar)	Sets the menubar for this frame.	VERB - NOUN	Sets the menubar for this frame.	0	set	set	5	0	set	set	Sets the menubar for this frame.	Sets the menubar for this frame.
280	java.util.TimeZone.getAvailableIDs(int)	Gets the available IDs according to the given time zone offset in milliseconds.	VERB - NOUN	Gets the available IDs according to the given time zone offset in milliseconds.	0	get	get	9	0	get	get	Gets the available IDs according to the given time zone offset in milliseconds.	Gets the available IDs according to the given time zone offset in milliseconds.
