index	qualified name	API description	sentence pattern	revised API description	is_consensus	"raw verb (""/"" if don't have verbs)"	"revised verb (""/"" if don't have verbs)"	functionality category of new verb (index)	"is functionality description? (1 for false, 0 for true)"	"new verb (""/"" if don't have verbs) by annotator1"	"new verb (""/"" if don't have verbs) by annotator2"	revised API description by annotator 1	revised API description by annotator 2
143	java.lang.String.substring(int)	Returns a string that is a substring of this string.	VERB - NOUN	get a string that is a substring of this string.	0	return	get	9	0	cut	create	cut  this string to a substring.	Creates a string that is a substring of this string.
143	"java.lang.String.substring(int,int)"	Returns a string that is a substring of this string.	VERB - NOUN	get a string that is a substring of this string.	0	return	get	9	0	cut	create	cut  this string to a substring.	Creates a string that is a substring of this string.
144	javax.swing.JFileChooser.setCurrentDirectory(java.io.File)	Sets the current directory.	VERB - NOUN	Sets the current directory.	0	set	set	5	0	set	set	Sets the current directory.	Sets the current directory.
145	"java.lang.String.replace(java.lang.CharSequence,java.lang.CharSequence)"	Replaces each substring of this string that matches the literal target sequence with the specified literal replacement sequence.	VERB - NOUN	Replaces each substring of this string that matches the literal target sequence with the specified literal replacement sequence.	0	replace	replace	33	0	replace	replace	Replaces each substring of this string that matches the literal target sequence with the specified literal replacement sequence.	Replaces each substring of this string that matches the literal target sequence with the specified literal replacement sequence.
145	"java.lang.String.replace(char,char)"	Returns a string resulting from replacing all occurrences of oldChar in this string with newChar.	VERB - NOUN - from - NOUN - in - NOUN	create a string resulting from replacing all occurrences of oldChar in this string with newChar.	0	return	create	6	0	create	create	create a string resulting from replacing all occurrences of oldChar in this string with newChar.	create a string resulting from replacing all occurrences of oldChar in this string with newChar.
146	java.io.InputStream.available()	Returns an estimate of the number of bytes that can be read (or skipped over) from this input stream without blocking by the next invocation of a method for this input stream.	VERB - NOUN	get an estimate of the number of bytes that can be read (or skipped over) from this input stream without blocking by the next invocation of a method for this input stream.	0	return	get	9	0	get	get	get an estimate of the number of bytes that can be read (or skipped over) from this input stream without blocking by the next invocation of a method for this input stream.	
147	java.lang.String.substring(int)	Returns a string that is a substring of this string.	VERB - NOUN	get a string that is a substring of this string.	0	return	get	9	0	cut	create	cut  this string to a substring.	Creates a string that is a substring of this string.
147	"java.lang.String.substring(int,int)"	Returns a string that is a substring of this string.	VERB - NOUN	get a string that is a substring of this string.	0	return	get	9	0	cut	create	cut  this string to a substring.	Creates a string that is a substring of this string.
148	"java.lang.System.setProperty(java.lang.String,java.lang.String)"	Sets the system property indicated by the specified key.	VERB - NOUN	Sets the system property indicated by the specified key.	0	set	set	5	0	set	set	Sets the system property indicated by the specified key.	Sets the system property indicated by the specified key.
149	"java.util.concurrent.locks.Condition.await(long,java.util.concurrent.TimeUnit)"	"Causes the current thread to wait until it is signalled or interrupted, or the specified waiting time elapses."	VERB	"Causes the current thread to wait until it is signalled or interrupted, or the specified waiting time elapses."	0	wait	wait	41	0	wait	wait	"Causes the current thread to wait until it is signalled or interrupted, or the specified waiting time elapses."	"Causes the current thread to wait until it is signalled or interrupted, or the specified waiting time elapses."
149	java.util.concurrent.locks.Condition.await()	Causes the current thread to wait until it is signalled or interrupted.	VERB	Causes the current thread to wait until it is signalled or interrupted.	0	wait	wait	41	0	wait	wait	Causes the current thread to wait until it is signalled or interrupted.	Causes the current thread to wait until it is signalled or interrupted.
150	"java.lang.Math.multiplyExact(long,long)"	"Returns the product of the arguments, throwing an exception if the result overflows a long."	VERB - NOUN	"get the product of the arguments, throwing an exception if the result overflows a long."	0	return	get	9	0	get	get	"get the product of the arguments, throwing an exception if the result overflows a long."	"gets the product of the arguments, throwing an exception if the result overflows an int."
150	"java.lang.Math.multiplyExact(int,int)"	"Returns the product of the arguments, throwing an exception if the result overflows an int."	VERB - NOUN	"get the product of the arguments, throwing an exception if the result overflows an int."	0	return	get	9	0	get	get	"get the product of the arguments, throwing an exception if the result overflows an int."	"gets the product of the arguments, throwing an exception if the result overflows an int."
151	javax.imageio.ImageIO.read(java.io.File)	Returns a BufferedImage as the result of decoding a supplied File with an ImageReader chosen automatically from among those currently registered.	VERB - NOUN - as - NOUN - with - NOUN - from - NOUN	read a BufferedImage as the result of decoding a supplied File with an ImageReader chosen automatically from among those currently registered.	0	read	get	9	0	create	get	create a BufferedImage as the result of decoding a supplied File with an ImageReader chosen automatically from among those currently registered.	gets a BufferedImage as the result of decoding a supplied File with an ImageReader chosen automatically from among those currently registered.
151	javax.imageio.ImageIO.read(javax.imageio.stream.ImageInputStream)	Returns a BufferedImage as the result of decoding a supplied ImageInputStream with an ImageReader chosen automatically from among those currently registered.	VERB - NOUN - as - NOUN - with - NOUN - from - NOUN	read a BufferedImage as the result of decoding a supplied ImageInputStream with an ImageReader chosen automatically from among those currently registered.	0	read	get	9	0	create	get	create a BufferedImage as the result of decoding a supplied ImageInputStream with an ImageReader chosen automatically from among those currently registered.	gets a BufferedImage as the result of decoding a supplied ImageInputStream with an ImageReader chosen automatically from among those currently registered.
151	javax.imageio.ImageIO.read(java.io.InputStream)	Returns a BufferedImage as the result of decoding a supplied InputStream with an ImageReader chosen automatically from among those currently registered.	VERB - NOUN - as - NOUN - with - NOUN - from - NOUN	read a BufferedImage as the result of decoding a supplied InputStream with an ImageReader chosen automatically from among those currently registered.	0	read	get	9	0	create	get	create a BufferedImage as the result of decoding a supplied InputStream with an ImageReader chosen automatically from among those currently registered.	gets a BufferedImage as the result of decoding a supplied InputStream with an ImageReader chosen automatically from among those currently registered.
151	javax.imageio.ImageIO.read(java.net.URL)	Returns a BufferedImage as the result of decoding a supplied URL with an ImageReader chosen automatically from among those currently registered.	VERB - NOUN - as - NOUN - with - NOUN - from - NOUN	read a BufferedImage as the result of decoding a supplied URL with an ImageReader chosen automatically from among those currently registered.	0	read	get	9	0	create	get	create a BufferedImage as the result of decoding a supplied URL with an ImageReader chosen automatically from among those currently registered.	gets a BufferedImage as the result of decoding a supplied URL with an ImageReader chosen automatically from among those currently registered.
152	java.util.Calendar.getTime()	"Returns a Date object representing this Calendar's time value (millisecond offset from the Epoch"")."	VERB - NOUN	"get a Date object representing this Calendar's time value (millisecond offset from the Epoch"")."	0	return	get	9	0	get	get	"get a Date object representing this Calendar's time value (millisecond offset from the Epoch"")."	"gets a Date object representing this Calendar's time value (millisecond offset from the Epoch"")."
153	"java.lang.Math.pow(double,double)"	Returns the value of the first argument raised to the power of the second argument.	VERB - NOUN	compute the  the value of the first argument raised to the power of the second argument.	0	return	compute	9	0	compute	get	compute the  the value of the first argument raised to the power of the second argument.	gets the value of the first argument raised to the power of the second argument.
154	java.nio.charset.Charset.defaultCharset()	Returns the default charset of this Java virtual machine.	VERB - NOUN	get the default charset of this Java virtual machine.	0	return	get	9	0	get	get	get the default charset of this Java virtual machine.	Gets the default charset of this Java virtual machine.
155	"java.lang.Runtime.exec(java.lang.String,java.lang.String,java.io.File)"	Executes the specified command and arguments in a separate process with the specified environment and working directory.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified command and arguments in a separate process with the specified environment and working directory.	0	execute	perform	10	0	perform	perform	perform the specified command and arguments in a separate process with the specified environment and working directory.	performs the specified command and arguments in a separate process with the specified environment and working directory.
155	"java.lang.Runtime.exec(java.lang.String[],java.lang.String[],java.io.File)"	Executes the specified command and arguments in a separate process with the specified environment and working directory.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified command and arguments in a separate process with the specified environment and working directory.	0	execute	perform	10	0	perform	perform	perform the specified command and arguments in a separate process with the specified environment and working directory.	performs the specified command and arguments in a separate process with the specified environment and working directory.
155	"java.lang.Runtime.exec(java.lang.String,java.lang.String)"	Executes the specified command and arguments in a separate process with the specified environment.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified command and arguments in a separate process with the specified environment.	0	execute	perform	10	0	perform	perform	perform the specified command and arguments in a separate process with the specified environment.	performs the specified command and arguments in a separate process with the specified environment.
155	"java.lang.Runtime.exec(java.lang.String[],java.lang.String[])"	Executes the specified command and arguments in a separate process with the specified environment.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified command and arguments in a separate process with the specified environment.	0	execute	perform	10	0	perform	perform	perform the specified command and arguments in a separate process with the specified environment.	performs the specified command and arguments in a separate process with the specified environment.
155	java.lang.Runtime.exec(java.lang.String[])	Executes the specified command and arguments in a separate process.	VERB - NOUN - in - NOUN	perform the specified command and arguments in a separate process.	0	execute	perform	10	0	perform	perform	perform the specified command and arguments in a separate process.	performs the specified command and arguments in a separate process.
155	"java.lang.Runtime.exec(java.lang.String,java.lang.String[],java.io.File)"	Executes the specified string command in a separate process with the specified environment and working directory.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified string command in a separate process with the specified environment and working directory.	0	execute	perform	10	0	perform	perform	perform the specified string command in a separate process with the specified environment and working directory.	performs the specified string command in a separate process with the specified environment and working directory.
155	"java.lang.Runtime.exec(java.lang.String,java.lang.String[])"	Executes the specified string command in a separate process with the specified environment.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified string command in a separate process with the specified environment.	0	execute	perform	10	0	perform	perform	perform the specified string command in a separate process with the specified environment.	performs the specified string command in a separate process with the specified environment.
155	java.lang.Runtime.exec(java.lang.String)	Executes the specified string command in a separate process.	VERB - NOUN - in - NOUN	perform the specified string command in a separate process.	0	execute	perform	10	0	perform	perform	perform the specified string command in a separate process.	performs the specified string command in a separate process.
156	"java.util.Properties.store(java.io.Writer,java.lang.String)"	Writes this property list (key and element pairs) in this Properties table to the output character stream in a format suitable for using the load(Reader) method.	VERB - NOUN - in - NOUN - to - NOUN - in - NOUN - for - NOUN	Writes this property list (key and element pairs) in this Properties table to the output character stream in a format suitable for using the load(Reader) method.	0	write	write	30	0	write	write	Writes this property list (key and element pairs) in this Properties table to the output character stream in a format suitable for using the load(Reader) method.	Writes this property list (key and element pairs) in this Properties table to the output character stream in a format suitable for using the load(Reader) method.
156	"java.util.Properties.store(java.io.OutputStream,java.lang.String)"	Writes this property list (key and element pairs) in this Properties table to the output stream in a format suitable for loading into a Properties table using the load(InputStream) method.	VERB - NOUN - in - NOUN - to - NOUN - in - NOUN - for - NOUN	Writes this property list (key and element pairs) in this Properties table to the output stream in a format suitable for loading into a Properties table using the load(InputStream) method.	0	write	write	30	0	write	write	Writes this property list (key and element pairs) in this Properties table to the output stream in a format suitable for loading into a Properties table using the load(InputStream) method.	Writes this property list (key and element pairs) in this Properties table to the output stream in a format suitable for loading into a Properties table using the load(InputStream) method.
157	java.time.LocalDate.atStartOfDay()	Combines this date with the time of midnight to create a LocalDateTime at the start of this date.	VERB - NOUN - with - NOUN	connect this date with the time of midnight to create a LocalDateTime at the start of this date.	0	combine	connect	25	0	connect	connect	connect this date with the time of midnight to create a LocalDateTime at the start of this date.	Connects this date with the time of midnight to create a LocalDateTime at the start of this date.
157	java.time.LocalDate.atStartOfDay(java.time.ZoneId)	Returns a zoned date-time from this date at the earliest valid time according to the rules in the time-zone.	VERB - NOUN - from - NOUN - at - NOUN	get a zoned date-time from this date at the earliest valid time according to the rules in the time-zone.	0	return	get	9	0	get	create	get a zoned date-time from this date at the earliest valid time according to the rules in the time-zone.	Creates a zoned date-time from this date at the earliest valid time according to the rules in the time-zone.
158	java.lang.Integer.parseInt(java.lang.String)	Parses the string argument as a signed decimal integer.	VERB - NOUN - as - NOUN	convert the string argument to a signed decimal integer.	1	parse	convert	40	0	convert	convert	convert the string argument as a signed decimal integer.	converts the string argument to a signed decimal integer.
158	"java.lang.Integer.parseInt(java.lang.String,int)"	Parses the string argument as a signed integer in the radix specified by the second argument.	VERB - NOUN - as - NOUN - in - NOUN - by - NOUN	convert the string argument into a signed integer in the radix specified by the second argument.	1	parse	convert	40	0	convert	convert	convert the string argument into a signed integer in the radix specified by the second argument.	converts the string argument to a signed integer in the radix specified by the second argument.
159	"java.sql.PreparedStatement.setNull(int,int)"	Sets the designated parameter to SQL NULL.	VERB - NOUN - to -NOUN	Sets the designated parameter to SQL NULL.	0	set	set	5	0	set	initialize	Sets the designated parameter to SQL NULL.	initializes the designated parameter to SQL NULL.
159	"java.sql.PreparedStatement.setNull(int,int,java.lang.String)"	Sets the designated parameter to SQL NULL.	VERB - NOUN - to -NOUN	Sets the designated parameter to SQL NULL.	0	set	set	5	0	set	initialize	Sets the designated parameter to SQL NULL.	initializes the designated parameter to SQL NULL.
160	java.lang.Thread.join(long)	Waits at most millis milliseconds for this thread to die.	VEBR - at - NOUN- for - NOUN	Waits at most millis milliseconds for this thread to die.	0	wait	wait	41	0	wait	wait	Waits at most millis milliseconds for this thread to die.	Waits at most millis milliseconds for this thread to die.
160	"java.lang.Thread.join(long,int)"	Waits at most millis milliseconds plus nanos nanoseconds for this thread to die.	VEBR - at - NOUN- for - NOUN	Waits at most millis milliseconds plus nanos nanoseconds for this thread to die.	0	wait	wait	41	0	wait	wait	Waits at most millis milliseconds plus nanos nanoseconds for this thread to die.	Waits at most millis milliseconds plus nanos nanoseconds for this thread to die.
160	java.lang.Thread.join()	Waits for this thread to die.	VERB - for - NOUN	Waits for this thread to die.	0	wait	wait	41	0	wait	wait	Waits for this thread to die.	Waits for this thread to die.
161	java.util.Date.toString()	Converts this Date object to a String of the form: dow mon dd hh:mm:ss zzz yyyy .	VERB - NOUN - to - NOUN	Converts this Date object to a String of the form: dow mon dd hh:mm:ss zzz yyyy .	0	convert	convert	40	0	convert	convert	Converts this Date object to a String of the form: dow mon dd hh:mm:ss zzz yyyy .	Converts this Date object to a String of the form: dow mon dd hh:mm:ss zzz yyyy .
162	java.lang.Class.isEnum()	Returns true if and only if this class was declared as an enum in the source code.	VERB	check true if and only if this class was declared as an enum in the source code.	0	return	check	3	0	check	check	check true if and only if this class was declared as an enum in the source code.	Checks if and only if this class was declared as an enum in the source code.
163	java.util.Locale.getDefault(java.util.Locale.Category)	Gets the current value of the default locale for the specified Category for this instance of the Java Virtual Machine.	VERB - NOUN - for - NOUN - for - NOUN	Gets the current value of the default locale for the specified Category for this instance of the Java Virtual Machine.	0	get	get	9	0	get	get	Gets the current value of the default locale for the specified Category for this instance of the Java Virtual Machine.	Gets the current value of the default locale for the specified Category for this instance of the Java Virtual Machine.
163	java.util.Locale.getDefault()	Gets the current value of the default locale for this instance of the Java Virtual Machine.	VERB - NOUN - for - NOUN	Gets the current value of the default locale for this instance of the Java Virtual Machine.	0	get	get	9	0	get	get	Gets the current value of the default locale for this instance of the Java Virtual Machine.	Gets the current value of the default locale for this instance of the Java Virtual Machine.
164	java.lang.Integer.valueOf(int)	Returns an Integer instance representing the specified int value.	VERB - NOUN	creates an Integer instance representing the specified int value.	0	return	create	9	0	convert	create	convert the specified int value into an Integer instance representing 	creates an Integer instance representing the specified int value.
164	"java.lang.Integer.valueOf(java.lang.String,int)"	Returns an Integer object holding the value extracted from the specified String when parsed with the radix given by the second argument.	VERB - NOUN	Create an Integer object holding the value extracted from the specified String when parsed with the radix given by the second argument.	0	return	create	9	0	convert	create	Returns an Integer object holding the value extracted from the specified String when parsed with the radix given by the second argument.	Create an Integer object holding the value extracted from the specified String when parsed with the radix given by the second argument.
164	java.lang.Integer.valueOf(java.lang.String)	Returns an Integer object holding the value of the specified String.	VERB - NOUN	Create an Integer object holding the value of the specified String.	0	return	create	9	0	convert	create	convert the specified String into an Integer object .	Create an Integer object holding the value of the specified String.
165	java.lang.Class.newInstance()	Creates a new instance of the class represented by this Class object.	VERB - NOUN - by - NOUN	Creates a new instance of the class represented by this Class object.	0	create	create	6	0	create	create	Creates a new instance of the class represented by this Class object.	Creates a new instance of the class represented by this Class object.
166	"java.util.Collections.sort(java.util.List<T>,java.util.Comparator<? super T>)"	Sorts the specified list according to the order induced by the specified comparator.	VERB - NOUN	Sorts the specified list according to the order induced by the specified comparator.	0	sort	sort	53	0	sort	sort	Sorts the specified list according to the order induced by the specified comparator.	Sorts the specified list according to the order induced by the specified comparator.
166	java.util.Collections.sort(java.util.List<T>)	"Sorts the specified list into ascending order, according to the natural ordering of its elements."	VERB - NOUN - into- NOUN	"Sorts the specified list into ascending order, according to the natural ordering of its elements."	0	sort	sort	53	0	sort	sort	"Sorts the specified list into ascending order, according to the natural ordering of its elements."	"Sorts the specified list into ascending order, according to the natural ordering of its elements."
167	"java.lang.reflect.Array.newInstance(java.lang.Class<?>,int...)"	Creates a new array with the specified component type and dimensions.	VERB - NOUN - with - NOUN	Creates a new array with the specified component type and dimensions.	0	create	create	6	0	create	create	Creates a new array with the specified component type and dimensions.	Creates a new array with the specified component type and dimensions.
167	"java.lang.reflect.Array.newInstance(java.lang.Class<?>,int)"	Creates a new array with the specified component type and length.	VERB - NOUN - with - NOUN	Creates a new array with the specified component type and length.	0	create	create	6	0	create	create	Creates a new array with the specified component type and length.	Creates a new array with the specified component type and length.
168	java.lang.Object.clone()	Creates and returns a copy of this object.	VERB - NOUN	Creates and returns a copy of this object.	0	create	create	6	0	create	create	Creates and returns a copy of this object.	Creates and returns a copy of this object.
169	java.math.BigDecimal.divide(java.math.BigDecimal)	"Returns a BigDecimal whose value is (this / divisor), and whose preferred scale is (this.scale() - divisor.scale()); if the exact quotient cannot be represented (because it has a non-terminating decimal expansion) an ArithmeticException is thrown."	VERB - NOUN	"computes a BigDecimal whose value is (this / divisor), and whose preferred scale is (this.scale() - divisor.scale()); if the exact quotient cannot be represented (because it has a non-terminating decimal expansion) an ArithmeticException is thrown."	0	return	compute	9	0	get	compute	"get a BigDecimal whose value is (this / divisor), and whose preferred scale is (this.scale() - divisor.scale()); if the exact quotient cannot be represented (because it has a non-terminating decimal expansion) an ArithmeticException is thrown."	"computes a BigDecimal whose value is (this / divisor), and whose preferred scale is (this.scale() - divisor.scale()); if the exact quotient cannot be represented (because it has a non-terminating decimal expansion) an ArithmeticException is thrown."
169	"java.math.BigDecimal.divide(java.math.BigDecimal,int,int)"	"Returns a BigDecimal whose value is (this / divisor), and whose scale is as specified."	VERB - NOUN	"computes a BigDecimal whose value is (this / divisor), and whose scale is as specified."	0	return	compute	9	0	get	compute	"get a BigDecimal whose value is (this / divisor), and whose scale is as specified."	"computes a BigDecimal whose value is (this / divisor), and whose scale is as specified."
169	"java.math.BigDecimal.divide(java.math.BigDecimal,int,java.math.RoundingMode)"	"Returns a BigDecimal whose value is (this / divisor), and whose scale is as specified."	VERB - NOUN	"computes a BigDecimal whose value is (this / divisor), and whose scale is as specified."	0	return	compute	9	0	get	compute	"get a BigDecimal whose value is (this / divisor), and whose scale is as specified."	"computes a BigDecimal whose value is (this / divisor), and whose scale is as specified."
169	"java.math.BigDecimal.divide(java.math.BigDecimal,int)"	"Returns a BigDecimal whose value is (this / divisor), and whose scale is this.scale()."	VERB - NOUN	"computes a BigDecimal whose value is (this / divisor), and whose scale is this.scale()."	0	return	compute	9	0	get	compute	"get a BigDecimal whose value is (this / divisor), and whose scale is this.scale()."	"computes a BigDecimal whose value is (this / divisor), and whose scale is this.scale()."
169	"java.math.BigDecimal.divide(java.math.BigDecimal,java.math.RoundingMode)"	"Returns a BigDecimal whose value is (this / divisor), and whose scale is this.scale()."	VERB - NOUN	"computes a BigDecimal whose value is (this / divisor), and whose scale is this.scale()."	0	return	compute	9	0	get	compute	"get a BigDecimal whose value is (this / divisor), and whose scale is this.scale()."	"computes a BigDecimal whose value is (this / divisor), and whose scale is this.scale()."
169	"java.math.BigDecimal.divide(java.math.BigDecimal,java.math.MathContext)"	"Returns a BigDecimal whose value is (this / divisor), with rounding according to the context settings."	VERB - NOUN	"computes a BigDecimal whose value is (this / divisor), with rounding according to the context settings."	0	return	compute	9	0	get	compute	"get a BigDecimal whose value is (this / divisor), with rounding according to the context settings."	"computes a BigDecimal whose value is (this / divisor), with rounding according to the context settings."
170	"java.util.Properties.store(java.io.Writer,java.lang.String)"	Writes this property list (key and element pairs) in this Properties table to the output character stream in a format suitable for using the load(Reader) method.	VERB - NOUN - in - NOUN - to - NOUN - in - NOUN - for - NOUN	Writes this property list (key and element pairs) in this Properties table to the output character stream in a format suitable for using the load(Reader) method.	0	write	write	30	0	write	write	Writes this property list (key and element pairs) in this Properties table to the output character stream in a format suitable for using the load(Reader) method.	Writes this property list (key and element pairs) in this Properties table to the output character stream in a format suitable for using the load(Reader) method.
170	"java.util.Properties.store(java.io.OutputStream,java.lang.String)"	Writes this property list (key and element pairs) in this Properties table to the output stream in a format suitable for loading into a Properties table using the load(InputStream) method.	VERB - NOUN - in - NOUN - to - NOUN - in - NOUN - for - NOUN	Writes this property list (key and element pairs) in this Properties table to the output stream in a format suitable for loading into a Properties table using the load(InputStream) method.	0	write	write	30	0	write	write	Writes this property list (key and element pairs) in this Properties table to the output stream in a format suitable for loading into a Properties table using the load(InputStream) method.	Writes this property list (key and element pairs) in this Properties table to the output stream in a format suitable for loading into a Properties table using the load(InputStream) method.
171	java.lang.Math.ceil(double)	Returns the smallest (closest to negative infinity) double value that is greater than or equal to the argument and is equal to a mathematical integer.	VERB - NOUN	get the smallest (closest to negative infinity) double value that is greater than or equal to the argument and is equal to a mathematical integer.	0	return	get	9	0	get	get	get the smallest (closest to negative infinity) double value that is greater than or equal to the argument and is equal to a mathematical integer.	gets the smallest (closest to negative infinity) double value that is greater than or equal to the argument and is equal to a mathematical integer.
172	"java.util.stream.Stream.flatMap(java.util.function.Function<? super,? extends java.util.stream.Stream<? extends R>>)"	Returns a stream consisting of the results of replacing each element of this stream with the contents of a mapped stream produced by applying the provided mapping function to each element.	VERB - NOUN	get a stream consisting of the results of replacing each element of this stream with the contents of a mapped stream produced by applying the provided mapping function to each element.	0	return	get	9	0	get	create	get a stream consisting of the results of replacing each element of this stream with the contents of a mapped stream produced by applying the provided mapping function to each element.	crreates a stream consisting of the results of replacing each element of this stream with the contents of a mapped stream produced by applying the provided mapping function to each element.
173	"java.lang.String.valueOf(char[],int,int)"	Returns the string representation of a specific subarray of the char array argument.	VERB - NOUN	convert a specific subarray of the char array argument into the string representation .	0	return	convert	9	0	convert	convert	convert a specific subarray of the char array argument into the string representation .	converts  specific subarray of the char array argument to the string representation.
173	java.lang.String.valueOf(boolean)	Returns the string representation of the boolean argument.	VERB - NOUN	convert the boolean argument into the string representation.	0	return	convert	9	0	convert	convert	convert the boolean argument into the string representation.	converts  the boolean argument to string representation.
173	java.lang.String.valueOf(char)	Returns the string representation of the char argument.	VERB - NOUN	convert the char argument into the string representation.	0	return	convert	9	0	convert	convert	convert the char argument into the string representation.	converts  the char argument to string representation.
173	java.lang.String.valueOf(char[])	Returns the string representation of the char array argument.	VERB - NOUN	convert the char array argument into the string representation.	0	return	convert	9	0	convert	convert	convert the char array argument into the string representation.	converts  the char array argument to string representation.
173	java.lang.String.valueOf(double)	Returns the string representation of the double argument.	VERB - NOUN	convert the double argument into the string representation.	0	return	convert	9	0	convert	convert	convert the double argument into the string representation.	converts  the double argument to string representation.
173	java.lang.String.valueOf(float)	Returns the string representation of the float argument.	VERB - NOUN	convert the float argument into the string representation.	0	return	convert	9	0	convert	convert	convert the float argument into the string representation.	converts  the float argument to string representation.
173	java.lang.String.valueOf(int)	Returns the string representation of the int argument.	VERB - NOUN	convert the int argument into the string representation.	0	return	convert	9	0	convert	convert	convert the int argument into the string representation.	converts  the int argument to string representation.
173	java.lang.String.valueOf(long)	Returns the string representation of the long argument.	VERB - NOUN	convert the long argument into the string representation.	0	return	convert	9	0	convert	convert	convert the long argument into the string representation.	converts  the long argument to string representation.
173	java.lang.String.valueOf(java.lang.Object)	Returns the string representation of the Object argument.	VERB - NOUN	convert the Object argument into the string representation.	0	return	convert	9	0	convert	convert	convert the Object argument into the string representation.	converts  the Object argument to string representation.
174	"java.io.File.createTempFile(java.lang.String,java.lang.String,java.io.File)"	"Creates a new empty file in the specified directory, using the given prefix and suffix strings to generate its name."	VERB - NOUN - in - NOUN	"Creates a new empty file in the specified directory, using the given prefix and suffix strings to generate its name."	0	create	create	6	0	create	create	"Creates a new empty file in the specified directory, using the given prefix and suffix strings to generate its name."	"Creates a new empty file in the specified directory, using the given prefix and suffix strings to generate its name."
174	"java.io.File.createTempFile(java.lang.String,java.lang.String)"	"Creates an empty file in the default temporary-file directory, using the given prefix and suffix to generate its name."	VERB - NOUN - in - NOUN	"Creates an empty file in the default temporary-file directory, using the given prefix and suffix to generate its name."	0	create	create	6	0	create	create	"Creates an empty file in the default temporary-file directory, using the given prefix and suffix to generate its name."	"Creates an empty file in the default temporary-file directory, using the given prefix and suffix to generate its name."
175	java.lang.reflect.Field.get(java.lang.Object)	"Returns the value of the field represented by this Field, on the specified object."	VERB - NOUN	"get the value of the field represented by this Field, on the specified object."	0	return	get	9	0	get	get	"get the value of the field represented by this Field, on the specified object."	"gets the value of the field represented by this Field, on the specified object."
176	java.util.ArrayList.get(int)	Returns the element at the specified position in this list.	VERB - NOUN - in - NOUN	get the element at the specified position in this list.	0	return	get	9	0	get	get	get the element at the specified position in this list.	gets the element at the specified position in this list.
177	java.lang.System.exit(int)	Terminates the currently running Java Virtual Machine.	VERB - NOUN	stop the currently running Java Virtual Machine.	0	terminate	stop	11	0	stop	check	stop the currently running Java Virtual Machine.	checks the currently running Java Virtual Machine.
178	"java.lang.String.replaceAll(java.lang.String,java.lang.String)"	Replaces each substring of this string that matches the given regular expression with the given replacement.	VERB - NOUN	Replaces each substring of this string that matches the given regular expression with the given replacement.	0	replace	replace	33	0	replace	replace	Replaces each substring of this string that matches the given regular expression with the given replacement.	Replaces each substring of this string that matches the given regular expression with the given replacement.
179	"java.lang.Runtime.exec(java.lang.String,java.lang.String,java.io.File)"	Executes the specified command and arguments in a separate process with the specified environment and working directory.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified command and arguments in a separate process with the specified environment and working directory.	0	execute	perform	10	0	perform	perform	perform the specified command and arguments in a separate process with the specified environment and working directory.	performs the specified command and arguments in a separate process with the specified environment and working directory.
179	"java.lang.Runtime.exec(java.lang.String[],java.lang.String[],java.io.File)"	Executes the specified command and arguments in a separate process with the specified environment and working directory.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified command and arguments in a separate process with the specified environment and working directory.	0	execute	perform	10	0	perform	perform	perform the specified command and arguments in a separate process with the specified environment and working directory.	performs the specified command and arguments in a separate process with the specified environment and working directory.
179	"java.lang.Runtime.exec(java.lang.String,java.lang.String)"	Executes the specified command and arguments in a separate process with the specified environment.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified command and arguments in a separate process with the specified environment.	0	execute	perform	10	0	perform	perform	perform the specified command and arguments in a separate process with the specified environment.	performs the specified command and arguments in a separate process with the specified environment.
179	"java.lang.Runtime.exec(java.lang.String[],java.lang.String[])"	Executes the specified command and arguments in a separate process with the specified environment.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified command and arguments in a separate process with the specified environment.	0	execute	perform	10	0	perform	perform	perform the specified command and arguments in a separate process with the specified environment.	performs the specified command and arguments in a separate process with the specified environment.
179	java.lang.Runtime.exec(java.lang.String[])	Executes the specified command and arguments in a separate process.	VERB - NOUN - in - NOUN	perform the specified command and arguments in a separate process.	0	execute	perform	10	0	perform	perform	perform the specified command and arguments in a separate process.	performs the specified command and arguments in a separate process.
179	"java.lang.Runtime.exec(java.lang.String,java.lang.String[],java.io.File)"	Executes the specified string command in a separate process with the specified environment and working directory.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified string command in a separate process with the specified environment and working directory.	0	execute	perform	10	0	perform	perform	perform the specified string command in a separate process with the specified environment and working directory.	performs the specified string command in a separate process with the specified environment and working directory.
179	"java.lang.Runtime.exec(java.lang.String,java.lang.String[])"	Executes the specified string command in a separate process with the specified environment.	VERB - NOUN - in - NOUN - with - NOUN	perform the specified string command in a separate process with the specified environment.	0	execute	perform	10	0	perform	perform	perform the specified string command in a separate process with the specified environment.	performs the specified string command in a separate process with the specified environment.
